mse_hybrid_syn,mse_hybrid_phys,mse_phys_only,p_error_hybrid_phys,p_error_hybrid_syn,p_error_phys_only,l2_error_hybrid_phys,l2_error_hybrid_syn,l2_error_phys_only
2.8024076e-06,1.2249071e-05,1.2377405e-05,0.48826918,0.0,0.49565667,0.04808292,0.08074772,0.048892654
2.6980986e-06,1.2247578e-05,1.2375794e-05,0.4882197,0.0,0.4956078,0.048076384,0.081136815,0.04888646
2.702677e-06,1.2246086e-05,1.2374165e-05,0.4881707,0.0,0.49555898,0.048070442,0.08112456,0.048880257
2.8446475e-06,1.2244611e-05,1.2372557e-05,0.48812166,0.0,0.49551022,0.048063934,0.08046377,0.04887406
2.6619284e-06,1.22431375e-05,1.2370933e-05,0.4880726,0.0,0.49546158,0.048057634,0.08023999,0.048867885
2.6304915e-06,1.2241682e-05,1.23693535e-05,0.48802373,0.0,0.495413,0.048051428,0.08052696,0.048861727
2.7057054e-06,1.224023e-05,1.2367745e-05,0.4879746,0.0,0.49536452,0.04804497,0.08052202,0.048855603
2.6269247e-06,1.22388e-05,1.2366162e-05,0.4879255,0.0,0.49531612,0.04803899,0.08045901,0.048849445
2.6135724e-06,1.2237342e-05,1.236458e-05,0.4878766,0.0,0.49526778,0.04803322,0.08046697,0.0488434
2.66738e-06,1.2235892e-05,1.2363012e-05,0.48782778,0.0,0.49521956,0.048027262,0.08020288,0.048837237
2.5886586e-06,1.2234484e-05,1.2361457e-05,0.4877787,0.0,0.49517143,0.04802129,0.08022221,0.048831154
2.5975673e-06,1.2233055e-05,1.235989e-05,0.48772982,0.0,0.49512336,0.04801588,0.08057898,0.048825067
2.604678e-06,1.2231645e-05,1.235835e-05,0.4876812,0.0,0.49507535,0.04801026,0.080635786,0.048819017
2.5762986e-06,1.2230231e-05,1.2356779e-05,0.4876321,0.0,0.49502742,0.04800431,0.08095798,0.048812944
2.6530467e-06,1.2228833e-05,1.2355247e-05,0.4875833,0.0,0.4949796,0.047999345,0.080934785,0.048806943
2.668988e-06,1.2227439e-05,1.2353735e-05,0.4875353,0.0,0.49493185,0.047993954,0.08009338,0.048800875
2.6574949e-06,1.2226021e-05,1.2352223e-05,0.48748708,0.0,0.4948842,0.047987454,0.07994868,0.048794873
2.7837605e-06,1.222466e-05,1.235068e-05,0.48743868,0.0,0.4948366,0.04798134,0.080773324,0.048788846
2.6742343e-06,1.2223271e-05,1.2349206e-05,0.48739064,0.0,0.4947891,0.04797566,0.08074286,0.04878281
2.6836876e-06,1.2221909e-05,1.23476875e-05,0.48734218,0.0,0.49474165,0.047969546,0.08048989,0.048776824
2.9024097e-06,1.2220528e-05,1.2346201e-05,0.48729402,0.0,0.49469426,0.04796415,0.08057677,0.04877087
2.6203163e-06,1.2219171e-05,1.2344676e-05,0.4872461,0.0,0.49464697,0.04795851,0.080442265,0.048764963
2.6854568e-06,1.2217806e-05,1.23432155e-05,0.4871979,0.0,0.49459976,0.047952592,0.0801659,0.048759
2.8043992e-06,1.2216473e-05,1.2341739e-05,0.48715028,0.0,0.49455264,0.047947314,0.08035355,0.048753064
2.577743e-06,1.2215122e-05,1.2340274e-05,0.48710304,0.0,0.49450558,0.047941178,0.08067328,0.048747104
2.6364985e-06,1.2213793e-05,1.2338787e-05,0.48705512,0.0,0.49445865,0.047934584,0.081000604,0.048741225
2.8179861e-06,1.2212457e-05,1.2337333e-05,0.48700774,0.0,0.49441177,0.04792933,0.080680914,0.048735343
2.618502e-06,1.2211129e-05,1.23359105e-05,0.48696098,0.0,0.49436495,0.047923334,0.08016621,0.048729427
2.551293e-06,1.220981e-05,1.2334468e-05,0.48691365,0.0,0.4943182,0.047916595,0.080342285,0.048723564
2.8346724e-06,1.2208502e-05,1.2333034e-05,0.48686677,0.0,0.49427152,0.04791076,0.080419876,0.048717722
2.6873042e-06,1.22071915e-05,1.2331586e-05,0.4868203,0.0,0.49422494,0.04790443,0.0802292,0.048711885
2.5123838e-06,1.2205892e-05,1.2330173e-05,0.48677337,0.0,0.4941784,0.047897574,0.080470115,0.048706047
2.8090838e-06,1.2204605e-05,1.2328741e-05,0.48672646,0.0,0.494132,0.04789156,0.08068028,0.048700277
2.7121666e-06,1.2203305e-05,1.232732e-05,0.48667982,0.0,0.49408564,0.047885608,0.08040163,0.048694406
2.524707e-06,1.22020165e-05,1.23259215e-05,0.48663312,0.0,0.49403936,0.047879394,0.08011302,0.048688635
2.6982866e-06,1.2200734e-05,1.232453e-05,0.4865869,0.0,0.49399316,0.047873553,0.08003671,0.048682842
2.613157e-06,1.2199469e-05,1.2323117e-05,0.48654073,0.0,0.49394703,0.047866974,0.079879075,0.04867709
2.4699712e-06,1.2198212e-05,1.2321754e-05,0.48649406,0.0,0.493901,0.04786025,0.08006775,0.048671298
2.6820978e-06,1.21969215e-05,1.23203745e-05,0.4864479,0.0,0.49385506,0.04785452,0.080365516,0.04866558
2.5644747e-06,1.2195693e-05,1.2319015e-05,0.48640174,0.0,0.49380913,0.047848117,0.08033683,0.048659828
2.510478e-06,1.2194422e-05,1.2317618e-05,0.48635527,0.0,0.4937633,0.04784178,0.080240615,0.048654083
2.6332898e-06,1.2193168e-05,1.2316251e-05,0.48630947,0.0,0.49371755,0.047836106,0.079983234,0.048648443
2.5680426e-06,1.2191919e-05,1.2314902e-05,0.48626378,0.0,0.49367186,0.04782943,0.07989215,0.04864264
2.456518e-06,1.2190707e-05,1.2313549e-05,0.48621774,0.0,0.49362624,0.047822602,0.080308326,0.04863701
2.6324615e-06,1.2189491e-05,1.23121945e-05,0.48617184,0.0,0.4935807,0.047816508,0.08050319,0.048631325
2.5684758e-06,1.2188238e-05,1.2310849e-05,0.4861259,0.0,0.49353525,0.047810197,0.08048485,0.048625704
2.4819708e-06,1.218699e-05,1.2309521e-05,0.4860796,0.0,0.4934899,0.04780414,0.08030213,0.048620068
2.5338438e-06,1.2185787e-05,1.2308168e-05,0.48603356,0.0,0.4934446,0.047798775,0.07997576,0.048614413
2.5482739e-06,1.2184569e-05,1.2306876e-05,0.48598763,0.0,0.49339935,0.047793116,0.0796497,0.04860877
2.4552007e-06,1.2183372e-05,1.23055515e-05,0.4859418,0.0,0.4933542,0.04778732,0.07948433,0.048603166
2.464956e-06,1.2182161e-05,1.2304212e-05,0.48589626,0.0,0.4933091,0.047781497,0.07978117,0.04859755
2.4602855e-06,1.2180959e-05,1.230294e-05,0.4858503,0.0,0.49326414,0.04777525,0.080258496,0.04859197
2.4669955e-06,1.2179765e-05,1.2301624e-05,0.4858041,0.0,0.4932192,0.047769833,0.08026176,0.048586376
2.442673e-06,1.2178578e-05,1.2300322e-05,0.48575816,0.0,0.49317434,0.047764994,0.08004931,0.048580803
2.4805086e-06,1.2177383e-05,1.2299027e-05,0.48571226,0.0,0.49312955,0.047759946,0.079731084,0.04857525
2.4507137e-06,1.2176238e-05,1.229775e-05,0.48566613,0.0,0.49308485,0.047754902,0.079812795,0.048569664
2.4461385e-06,1.21750245e-05,1.22964675e-05,0.48562014,0.0,0.4930402,0.047750313,0.08010999,0.048564166
2.442313e-06,1.2173866e-05,1.2295199e-05,0.48557436,0.0,0.49299562,0.047745552,0.080086544,0.048558656
2.4144106e-06,1.2172707e-05,1.2293943e-05,0.48552874,0.0,0.49295115,0.04774077,0.07999094,0.048553135
2.435049e-06,1.2171551e-05,1.2292668e-05,0.48548302,0.0,0.49290675,0.047735937,0.08004788,0.048547614
2.4103354e-06,1.217041e-05,1.2291388e-05,0.4854371,0.0,0.4928624,0.047731232,0.0801554,0.04854213
2.4264727e-06,1.2169264e-05,1.2290164e-05,0.48539162,0.0,0.49281812,0.047727045,0.079584375,0.048536606
2.4022156e-06,1.216812e-05,1.2288897e-05,0.4853465,0.0,0.49277392,0.047722265,0.079215676,0.04853118
2.411258e-06,1.21669555e-05,1.2287656e-05,0.4853014,0.0,0.49272978,0.047716867,0.079551086,0.048525695
2.3859643e-06,1.2165834e-05,1.2286431e-05,0.485256,0.0,0.4926857,0.047711615,0.08016297,0.048520267
2.4444803e-06,1.2164694e-05,1.2285197e-05,0.4852111,0.0,0.49264175,0.04770703,0.07987519,0.04851478
2.4182057e-06,1.2163586e-05,1.2283968e-05,0.48516628,0.0,0.49259785,0.047701705,0.07959563,0.048509385
2.4738163e-06,1.2162445e-05,1.2282717e-05,0.48512158,0.0,0.492554,0.047696486,0.079771675,0.048503958
2.380052e-06,1.2161345e-05,1.228152e-05,0.48507705,0.0,0.49251023,0.047691226,0.07972874,0.048498567
2.4488609e-06,1.2160238e-05,1.2280305e-05,0.48503235,0.0,0.49246654,0.047685787,0.0792681,0.048493158
2.3908085e-06,1.2159117e-05,1.2279093e-05,0.48498762,0.0,0.4924229,0.047680695,0.07955016,0.04848778
2.3967261e-06,1.215802e-05,1.2277881e-05,0.48494312,0.0,0.49237934,0.047675762,0.080004066,0.04848241
2.463643e-06,1.2156911e-05,1.2276688e-05,0.48489854,0.0,0.49233586,0.047670566,0.07987046,0.04847703
2.3572168e-06,1.2155848e-05,1.22755155e-05,0.48485395,0.0,0.49229243,0.047665574,0.079842515,0.048471723
2.4546225e-06,1.2154767e-05,1.2274301e-05,0.4848097,0.0,0.4922491,0.047660857,0.079812065,0.048466377
2.4337455e-06,1.215364e-05,1.2273115e-05,0.4847654,0.0,0.4922058,0.047655728,0.07968702,0.048461083
2.3588743e-06,1.215259e-05,1.2271946e-05,0.48472112,0.0,0.4921626,0.04765086,0.07983458,0.04845576
2.441703e-06,1.2151508e-05,1.2270777e-05,0.48467743,0.0,0.49211943,0.047646146,0.07960231,0.048450444
2.4870149e-06,1.2150434e-05,1.2269608e-05,0.4846341,0.0,0.49207634,0.047640454,0.07953863,0.04844517
2.322975e-06,1.2149364e-05,1.2268429e-05,0.48459065,0.0,0.49203333,0.047634352,0.07987706,0.048439946
2.434887e-06,1.2148326e-05,1.2267287e-05,0.48454705,0.0,0.49199042,0.0476286,0.08002259,0.048434686
2.4198928e-06,1.2147228e-05,1.2266121e-05,0.48450324,0.0,0.49194756,0.04762322,0.07991149,0.048429444
2.370033e-06,1.2146179e-05,1.226496e-05,0.48445964,0.0,0.49190477,0.047618322,0.07976357,0.04842414
2.3997472e-06,1.2145143e-05,1.2263826e-05,0.48441666,0.0,0.49186206,0.04761338,0.07937908,0.04841893
2.5128957e-06,1.2144093e-05,1.2262694e-05,0.48437357,0.0,0.4918194,0.04760747,0.079179086,0.04841363
2.3509656e-06,1.2143074e-05,1.2261543e-05,0.48433018,0.0,0.49177682,0.04760169,0.07936004,0.04840843
