mse_hybrid_syn,mse_hybrid_phys,mse_phys_only,p_error_hybrid_phys,p_error_hybrid_syn,p_error_phys_only,l2_error_hybrid_phys,l2_error_hybrid_syn,l2_error_phys_only
0.00020839699,4.1962852e-05,4.213645e-05,0.41112342,0.0,0.41406843,0.03690388,0.09437054,0.037013374
0.0001537896,4.1759402e-05,4.1932784e-05,0.4107534,0.0,0.41370034,0.036798116,0.079631284,0.036908604
0.00012570122,4.1557294e-05,4.17305e-05,0.41038346,0.0,0.41333276,0.036693398,0.08694554,0.03680461
0.00019145857,4.1356445e-05,4.1529493e-05,0.41001162,0.0,0.4129658,0.03658919,0.08601525,0.03670092
0.0001458611,4.115685e-05,4.1329684e-05,0.40964004,0.0,0.41259947,0.03648675,0.09677677,0.036597557
0.00015200593,4.0958483e-05,4.1131116e-05,0.4092739,0.0,0.41223386,0.036384854,0.11040087,0.03649459
0.0002365909,4.0761322e-05,4.0933734e-05,0.40890735,0.0,0.41186896,0.036280934,0.11430768,0.036392003
0.0003552227,4.056533e-05,4.0737552e-05,0.4085426,0.0,0.41150483,0.03617821,0.08954446,0.03628988
0.000130979,4.0370567e-05,4.0542527e-05,0.40817916,0.0,0.4111415,0.036075424,0.09210391,0.03618822
0.0001704392,4.0176914e-05,4.034868e-05,0.40781307,0.0,0.41077906,0.0359727,0.12595041,0.03608704
0.00039789997,3.9984425e-05,4.0155963e-05,0.4074492,0.0,0.4104175,0.035872392,0.101838075,0.035986345
0.00024096,3.9793096e-05,3.996438e-05,0.40708438,0.0,0.4100568,0.035771836,0.08381827,0.03588614
9.571179e-05,3.9602855e-05,3.9773957e-05,0.40672168,0.0,0.40969697,0.035672706,0.08490093,0.035786457
0.0001470181,3.9413742e-05,3.9584644e-05,0.40636048,0.0,0.40933803,0.035573445,0.087357745,0.035687234
0.00012790471,3.922577e-05,3.9396415e-05,0.40600085,0.0,0.40897995,0.035474386,0.089895785,0.035588488
0.00012234708,3.903889e-05,3.920929e-05,0.40564218,0.0,0.40862277,0.0353754,0.07699405,0.035490207
8.403888e-05,3.8853075e-05,3.902329e-05,0.40528464,0.0,0.40826648,0.035276882,0.08205102,0.03539239
0.00013720224,3.866833e-05,3.8838345e-05,0.4049257,0.0,0.40791103,0.035178605,0.09147119,0.035294995
0.00014397994,3.8484664e-05,3.8654474e-05,0.4045699,0.0,0.40755644,0.035082065,0.10670649,0.03519803
0.00025236476,3.8302107e-05,3.8471702e-05,0.40421382,0.0,0.40720266,0.03498465,0.09237393,0.035101473
0.00019351068,3.812058e-05,3.8289938e-05,0.4038554,0.0,0.4068497,0.03488824,0.09715357,0.035005275
0.00017014961,3.7940095e-05,3.810925e-05,0.40350184,0.0,0.4064975,0.03479409,0.14282879,0.034909457
0.00050588435,3.7760656e-05,3.7929625e-05,0.40314782,0.0,0.4061461,0.03469808,0.12323232,0.034814026
0.00045815555,3.758231e-05,3.7751033e-05,0.40279385,0.0,0.40579548,0.03460304,0.08011738,0.03471892
0.0001084823,3.7404945e-05,3.7573456e-05,0.40244314,0.0,0.40544558,0.03450867,0.13601166,0.034624156
0.0004873092,3.722861e-05,3.739691e-05,0.4020894,0.0,0.4050964,0.03441328,0.12747571,0.034529682
0.0004083066,3.705332e-05,3.722136e-05,0.4017411,0.0,0.404748,0.034320455,0.11725444,0.034435574
